asin,text,title,location_and_date,verified,rating
B09NPB2DNT,I needed about 100 candy bars for a relative to hand out at a nursing home.  These worked out perfect and the bag size was economical.,Great for large halloween event,"Reviewed in the United States on December 20, 2022",True,5.0
B09NPB2DNT,Fresh chocolate,Good but expensive,"Reviewed in the United States on November 11, 2022",True,4.0
B09NPB2DNT,Wish prices were lower,Wish prices were lower,"Reviewed in the United States on November 8, 2022",True,4.0
B09NPB2DNT,I bought them for the fall party 🥳  at our church.  The kids really liked 👍 them.,The convenience of them.,"Reviewed in the United States on December 22, 2022",True,5.0
B09NPB2DNT,"The variety, amount of chocolates and price can’t be beat! I love the size for when I want the chocolate but not much and this fixes that craving. Plus, I fix a basket of stuff for family gifts at holidays and this is a great addition",How can you go wrong with chocolate,"Reviewed in the United States on November 12, 2022",True,5.0
B09NPB2DNT,I got these for my grandkids and of course they love them. I give them one package every day of their choice. I watch my grandchildren and when they misbehave I will tell them if you don't stop you will not get your candy today LOL. And it works! I'm lucky they do not ask for more than that one package. But some days they will constantly ask is it time for our candy? I have to tell them to stop asking are they won't get any LOL.,Great!,"Reviewed in the United States on September 3, 2022",True,5.0
B09NPB2DNT,Came in tact and was not melted,Perfect,"Reviewed in the United States on December 15, 2022",True,5.0
B09NPB2DNT,Good size bag and filled with good candies for the money.,Good price for the money.,"Reviewed in the United States on December 6, 2022",True,5.0
B09NPB2DNT,We pretty much ate this all in less than a week. Enough said.,It's a good value,"Reviewed in the United States on November 30, 2022",True,5.0
B09NPB2DNT,I ate them,Tha it stays good.,"Reviewed in the United States on December 17, 2022",True,5.0
B09NPB2DNT,"The product was fine, however it was melted.  The package arrived leaking from the box because of the cold pack exploding.",Cold Pack Exploded,"Reviewed in the United States on August 10, 2022",True,4.0
B09NPB2DNT,Great mix of candy! All was fresh! Arrived intact not melted! Fresh and yummy! Recommend!!💯💯💯💯💯💯,Good variety and fresh!,"Reviewed in the United States on November 15, 2022",True,5.0
B09NPB2DNT,"It's amazing how much care went into the packing of this candy bag. The box was marked perishable, had 2 in thick insulation ALL AROUND THE INSIDE OF THE BOX + an ice pack (that was about done). Candy is good to go because someone actually packed it properly. On a 100+ degree day like today, thanks for cold packing this.",Fresh and COLD PACKED!!,"Reviewed in the United States on August 10, 2022",True,5.0
B09NPB2DNT,Used as snacks,Everything was as expected!,"Reviewed in the United States on November 28, 2022",True,5.0
B09NPB2DNT,Packages came unopened and candy was fresh would purchase again,Perfect candy,"Reviewed in the United States on November 12, 2022",True,5.0
B09NPB2DNT,There was some candy that was open or bags that were open containing no candy at all.,Missing candy,"Reviewed in the United States on December 14, 2022",True,3.0
B09NPB2DNT,Had the munchies need some sweet to eat,Good candy but not the best candy,"Reviewed in the United States 🇺🇸 on November 10, 2022",True,5.0
B09NPB2DNT,I only can used M&Ms for the Goodyear bags  cause Snickers and Twix arrived melted.,Good value but snickers and twix arrived melted.,"Reviewed in the United States 🇺🇸 on December 4, 2022",True,3.0
B09NPB2DNT,It hits the spot. Great for Trick or Treat!,Yum,"Reviewed in the United States 🇺🇸 on October 23, 2022",True,5.0
B09NPB2DNT,We are experiencing record heat this week in the triple digits and the candy was packed with ice and fresh when it arrived.  Product was as described.  Would order again.,Record heat and still in great condition,"Reviewed in the United States 🇺🇸 on September 1, 2022",True,5.0
B09NPB2DNT,No complaints here.,Satisfies my sweet tooth.....,"Reviewed in the United States 🇺🇸 on November 9, 2022",True,5.0
B09NPB2DNT,Arrive as it should.,Arrived in tact not melted,"Reviewed in the United States 🇺🇸 on October 28, 2022",True,5.0
B09NPB2DNT,Melted,Old,"Reviewed in the United States 🇺🇸 on December 9, 2022",True,3.0
B09NPB2DNT,"The snickers, m&m and twix fun size candy bars are just the right size for a snack. I'll purchase this item again.",Great purchase!,"Reviewed in the United States 🇺🇸 on May 24, 2022",True,4.0
B09NPB2DNT,Shipped with ice pack! Very satisfied. Great value and the perfect gift! Arrived in perfect condition.,Came cold in great condition!,"Reviewed in the United States 🇺🇸 on September 18, 2022",True,5.0
B09NPB2DNT,great buy,on time,"Reviewed in the United States 🇺🇸 on October 29, 2022",True,5.0
B09NPB2DNT,The box came insulated and with an ice pack and unaffected by the 102. Heat outside. The candy was good.,Its good,"Reviewed in the United States 🇺🇸 on September 7, 2022",True,5.0
B09NPB2DNT,Alot for price,Good,"Reviewed in the United States 🇺🇸 on October 23, 2022",True,5.0
B09NPB2DNT,This was ordered in the summer. They wrapped it in insulation and with ice packs!! It was a big hit at the office.,Sent with care,"Reviewed in the United States 🇺🇸 on August 21, 2022",True,5.0
B09NPB2DNT,Grandsons sold on lemonade stand! They ate more than they sold...ha!,Great for the price,"Reviewed in the United States 🇺🇸 on September 16, 2022",True,5.0
B09NPB2DNT,"We took a last minute road trip Friday afternoon.  My package arrived after we left.  Sunday afternoon when we came back home, we noticed the white Amazon package was in the middle of the driveway, along with the candy wrappers (empty) which were also all over the driveway, yard and neighbors yard!  I wish I took a picture, but I wanted to clean it up before the neighbors got home!  Apparently our raccoon friends (we have 3-4) celebrated Halloween early!  And who could blame them?!  The dog found one M&M!  I couldn't get mad!  It was too funny!  Hope they were not to strung out on sugar!  Happy Halloween!  🦝🦝🦝😆🤣😅",I have a funny story. . .,"Reviewed in the United States 🇺🇸 on October 20, 2021",True,5.0
B09NPB2DNT,I volunteer at a nonprofit and always bring in a paper bag with a selection of these. Always appreciated!,Always a winner.,"Reviewed in the United States 🇺🇸 on August 20, 2022",True,5.0
B09NPB2DNT,I am definitely going to buy this mixed bag of chocolate again. It was so fresh!,Extremely good and fresh!,"Reviewed in the United States 🇺🇸 on August 23, 2022",True,5.0
B09NPB2DNT,This is the perfect size package to make treat bags and/or fill Easter baskets. Plus its a good mix to make everyone happy.,Nice variety...,"Reviewed in the United States 🇺🇸 on April 10, 2022",True,4.0
B09NPB2DNT,It's great to walk by a grab a piece of out of the candy jar.  One piece takes care of my cravings and I'm not tempted to eat a full size snicker or Twix bar!,It's chocolate!,"Reviewed in the United States 🇺🇸 on February 18, 2022",True,4.0
B09NPB2DNT,I bye these for bingo prizes and this is a great deal!,Great deal!,"Reviewed in the United States 🇺🇸 on August 27, 2022",True,5.0
B09NPB2DNT,As a snack,Fresh and delicious,"Reviewed in the United States 🇺🇸 on September 23, 2022",True,5.0
B09NPB2DNT,"Chocolate was packed well with insulation and ice pack. However, ice pack was actually hot and chocolate was all melted..",Melted,"Reviewed in the United States 🇺🇸 on August 3, 2022",True,5.0
B09NPB2DNT,It came a day after I orders which is good. It’s taste normal. They are few “extras” but it’s open.,"It was good, some were already opened","Reviewed in the United States 🇺🇸 on April 5, 2022",True,4.0
B09NPB2DNT,"These came fast and all of the candy is super fresh and has great flavor.The reason for 4 stars and not 5, is that somehow the individual peanut m&m packages weren't filled correctly. Almost all of the peanut m&m packs had only 3 pieces inside. Other than that great overall.",Fresh!,"Reviewed in the United States 🇺🇸 on December 16, 2021",True,4.0
B09NPB2DNT,It's popular candy fresh taste as it should,Yummy,"Reviewed in the United States 🇺🇸 on May 4, 2022",True,4.0
B09NPB2DNT,"The taste was fine. Many of the Snickers bars were damaged and appeared to have been overheated.  The caramel leaked and stuck to the wrapper,  making it difficult to open.",Beat up bag of candy,"Reviewed in the United States 🇺🇸 on January 29, 2022",True,4.0
B09NPB2DNT,"On a whim I bought this package of candy. I usually try to hold out for the seasonal ones to hit the store shelves, as it seems that's your best shot at finding fresh/flavorful candy. I don't know if I was extremely fortunate in receiving an excellent bag of candy, or not. All I know, was this candy did not disappoint!",Flavor & Freshness - YES!,"Reviewed in the United States 🇺🇸 on March 10, 2022",True,5.0
B09NPB2DNT,It was perfect,Product freshness,"Reviewed in the United States 🇺🇸 on September 8, 2022",True,5.0
B09NPB2DNT,These were some of my favorite candies growing up. I no longer eat sweets. I bought this bag one of many to give out to the kids at Halloween. The bag looks very new so I think the candy should be fresh. I will never know. I just hope a lot of kids show up at my door this Halloween. If they don't I will fill a lot of treat bags and take it inside to the local food pantry to give to clients who show up with kids that probably didn't go trick or treating.,Bag larger than pictured,"Reviewed in the United States 🇺🇸 on October 22, 2021",True,5.0
B09NPB2DNT,"The media could not be loaded.
                
            
                
            
            
        
    
    








  
  
     Thabk you so much wasn't expecting it to be so big and delicious",Thank you so much I love them,"Reviewed in the United States 🇺🇸 on August 24, 2022",True,5.0
B09NPB2DNT,Delivered in an insulated box with cold pack to prevent melting. Candy is fresh and yummy!,Perfect for the office,"Reviewed in the United States 🇺🇸 on July 26, 2022",True,5.0
B09NPB2DNT,Good variety for the office.,Good variety! (This is for the office),"Reviewed in the United States 🇺🇸 on August 21, 2022",True,5.0
B09NPB2DNT,"When candy arrived, the cold packs were warm liquid, and candy had started to melt.  I snapped it off the porch seconds after it was delivered.  Candy shows some signs of aging...chocolate not fresh",Cold Packs Melted - Candy not Fresh,"Reviewed in the United States 🇺🇸 on July 25, 2022",True,3.0
B09NPB2DNT,Great flavor very fresh at a fraction of store price,Very satisfying purchase,"Reviewed in the United States 🇺🇸 on March 7, 2022",True,4.0
B09NPB2DNT,candy was great!,awesome,"Reviewed in the United States 🇺🇸 on August 12, 2022",True,5.0
B09NPB2DNT,"Great candy, perfect for Halloween",Best Candy Ever,"Reviewed in the United States 🇺🇸 on September 28, 2022",True,3.0
B09NPB2DNT,"What a great size to keep in the cookie jar when I don't want to bake.  This way, the grandkids can have 2 or 3!",Great size!,"Reviewed in the United States 🇺🇸 on May 3, 2022",True,5.0
B09NPB2DNT,Disappointed that Amazon mailed milk chocolate candy and USPS left it in hot mailbox. Melted. Can’t was purchased for Halloween. Taste is fine but appearance is not. I’ll buy from my local grocery from now on.,Left in hot mailbox,"Reviewed in the United States 🇺🇸 on October 21, 2021",True,4.0
B09NPB2DNT,"Most of the bag was just chocolate M&Ms. There were few of the other candies. Waste of money for this so-called ""variety"" pack.",Disappointed!,"Reviewed in the United States 🇺🇸 on February 1, 2023",True,2.0
B09NPB2DNT,It’s ok…. Didn’t really need it…. But I had no luck in canceling it….,It’s ok,"Reviewed in the United States 🇺🇸 on August 31, 2022",True,3.0
B09NPB2DNT,I love the way the different types of chocolates and the way they taste. They sell really good too.,Assorted chocolate minis,"Reviewed in the United States 🇺🇸 on May 15, 2022",True,5.0
B09NPB2DNT,Really nice variety of candy. Arrived fresh.,Great Stuff.,"Reviewed in the United States 🇺🇸 on June 30, 2022",True,5.0
B09NPB2DNT,Perfect bag size to last for months as extra treats,Awesome,"Reviewed in the United States 🇺🇸 on June 15, 2022",True,5.0
B09NPB2DNT,Cost value for size of item is truly fantastic! Plenty of treats at a reasonable price makes this an excellent value.Do recommend!,Fantastic!,"Reviewed in the United States 🇺🇸 on March 28, 2022",True,5.0
B09NPB2DNT,They were nice and fresh. I would order them again.,They were nice and fresh,"Reviewed in the United States 🇺🇸 on May 26, 2022",True,5.0
B09NPB2DNT,These candy bars were not as fresh as I thought they should be for the price. The bag had a good variety and it came quickly. The price is a bit too high.,A little disappointed,"Reviewed in the United States 🇺🇸 on February 11, 2022",True,5.0
B09NPB2DNT,"I ordered this to help make treat bags on Halloween for the family kids. I try very hard to give them all the same amount of every different candy. The bag was a pretty good size, the taste of the candy was as expected and it would have been a good purchase if it weren't for the fact that the assortments were not the same amounts. The m&m's outnumbered the Twix and Snickers making it impossible to give out the same amounts to the kids. Also even for a bag of small sized candies the price was just a little much.",Not an equal distribution of assortment.,"Reviewed in the United States 🇺🇸 on November 19, 2021",True,3.0
B09NPB2DNT,Bars were fresh.,Always a winner,"Reviewed in the United States 🇺🇸 on June 12, 2022",True,5.0
B09NPB2DNT,Will buy again. Great buy,Delicious,"Reviewed in the United States 🇺🇸 on June 3, 2022",True,5.0
B09NPB2DNT,Just like buying from the Store.. Im Happy with the prduct,Great Price,"Reviewed in the United States 🇺🇸 on April 22, 2022",True,5.0
B09NPB2DNT,Purchased two bags before Halloween. Covid really put a damper in the volume on “Trick or Treaters”. I placed in the freezer for extended use. It’s working out perfectly. My neighborhood children love them and appreciate my thoughtfulness upon parents approval.,Everyone loves a little chocolate!,"Reviewed in the United States on December 12, 2021",True,5.0
B09NPB2DNT,"Excellent item, really worth the price",Excellent item,"Reviewed in the United States on May 21, 2022",True,5.0
B09NPB2DNT,I had this shipped to one of our grandsons living on the east coast as a Halloween treat. He called to advised received a text from Amazon that he had a gift waiting for him. He said he enjoyed the treat and he shared,Halloween treat,"Reviewed in the United States on November 21, 2021",True,5.0
B09NPB2DNT,"I don't get all the negative reviews, I personally think that it's just people that buy and feel guilty for buying and want their money back and keep the product. There's a great ratio of candy, well packaged, great price for the amount of candy.",Great product,"Reviewed in the United States on November 17, 2021",True,5.0
B09NPB2DNT,Celebrated our birthday weekend snacking on our chocolate assortment! Yummy,Next morning delivery for a girl who needed her chocolate fix!!!,"Reviewed in the United States on April 12, 2022",True,5.0
B09NPB2DNT,When I open my bag of candy i saw an open snickers,Yum in my tum candy.I wasn't appeased with a candy of snickers in my bag was open,"Reviewed in the United States on October 24, 2021",True,4.0
B09NPB2DNT,The flavor and freshness,Yum,"Reviewed in the United States on May 11, 2022",True,5.0
B09NPB2DNT,I purchase this item for the candy bowl at work.,Great value,"Reviewed in the United States on March 29, 2022",True,5.0
B09NPB2DNT,Great quality and fresh.,JoAnn,"Reviewed in the United States on November 4, 2021",True,4.0
B09NPB2DNT,It arrived even earlier than expected.  The recipient was so excited to receive it. Loved it,gift,"Reviewed in the United States on February 19, 2022",True,5.0
B09NPB2DNT,I bought 3 bags of chocolate mini bars  and it is all for Christmas presents and this will be enough to go around. Thanks Amazon for making my shopping easy.,There's plenty,"Reviewed in the United States 🇺🇸 on December 17, 2021",True,5.0
B09NPB2DNT,"I will most likely not order this product again. I ordered this product close to Halloween, I did not receive it until two weeks later.  I kept getting messages that it would be delayed. When I did receive it, the candy tasted as if it had been sitting on a shelf or in a box for a long time. It did not taste very fresh.",Not fresh,"Reviewed in the United States 🇺🇸 on November 29, 2021",True,3.0
B09NPB2DNT,Liked the price.,Very good tasting.,"Reviewed in the United States 🇺🇸 on April 29, 2022",True,5.0
B09NPB2DNT,Well I had a few of the candies before the kids got to them,Good candy,"Reviewed in the United States 🇺🇸 on February 20, 2022",True,5.0
B09NPB2DNT,Muy ricos!,Muy ricos!,"Reviewed in the United States 🇺🇸 on May 2, 2022",True,5.0
B09NPB2DNT,Child loved this! Mostly all of her favorites.,Reward for child getting As&Bs on recent report card,"Reviewed in the United States 🇺🇸 on March 22, 2022",True,5.0
B09NPB2DNT,Sneakers but M&M not my choice,Less M&M,"Reviewed in the United States 🇺🇸 on April 3, 2022",True,5.0
B09NPB2DNT,Bought a bag  for each of my grown up grandchildren for Christmas.  They loved it!  Will purchase again next year.,Great purchase,"Reviewed in the United States 🇺🇸 on January 2, 2022",True,5.0
B09NPB2DNT,It was worth it (if you love this variety of chocolate candy then you'll be happy all the around)!,It's worth it!,"Reviewed in the United States 🇺🇸 on January 18, 2022",True,5.0
B09NPB2DNT,Can't refund or have ànother sent. Careful when ordering you take the chance on spending $10 on sealed empty candy wrappers.,Missing chocolate in sealed wrappers,"Reviewed in the United States 🇺🇸 on November 19, 2022",True,2.0
B09NPB2DNT,Good,Good,"Reviewed in the United States 🇺🇸 on April 30, 2022",True,5.0
B09NPB2DNT,Not enough twix and peanut m&msBut other than that yummy,Went quick,"Reviewed in the United States 🇺🇸 on February 14, 2022",True,5.0
B09NPB2DNT,Great value,Perfect for Easter egg hunt!,"Reviewed in the United States 🇺🇸 on April 15, 2022",True,5.0
B09NPB2DNT,I would recommend this candy mix to anyone it's got something for everyone its perfect for Halloween or anytime. 😋🤗,Great variety,"Reviewed in the United States 🇺🇸 on December 29, 2021",True,5.0
B09NPB2DNT,Packaging was poor - however product was fresh and we will be able to give them out for Halloween!  (We liked them too)!,Very fresh!  Thank you!,"Reviewed in the United States 🇺🇸 on October 15, 2021",True,5.0
B09NPB2DNT,"A lot of chocolate packs were melted in their packs or flattened, within the product bag. THIS IS NOT THE FIRST OR SECOND TIME, EITHER.",These are the small bite size.,"Reviewed in the United States 🇺🇸 on February 12, 2022",True,3.0
B09NPB2DNT,full of snickers.....i prefere twix but inside i find just few,mmmmmmmmmm,"Reviewed in the United States 🇺🇸 on March 28, 2022",True,3.0
B09NPB2DNT,Love the mix! Just wish it had equal amounts of m&ms!,Where’s the M&Ms?!,"Reviewed in the United States 🇺🇸 on November 30, 2022",True,2.0
B09NPB2DNT,Great value,Great value,"Reviewed in the United States 🇺🇸 on March 20, 2022",True,5.0
B09NPB2DNT,Candy bags arrived in good shape. Expiration date is 7 months away. A bit expensive but worth it for the fast delivery. Would buy again next year.,All Good,"Reviewed in the United States 🇺🇸 on October 13, 2021",True,5.0
B09NPB2DNT,Great for Kids partys horrible for your teeth,Perfect For Kids Partys,"Reviewed in the United States on February 8, 2022",True,5.0
B09NPB2DNT,You can't not eat just one,Habit forming!,"Reviewed in the United States on February 17, 2022",True,5.0
B09NPB2DNT,We love them,Great candy mix,"Reviewed in the United States on March 9, 2022",True,5.0
B09NPB2DNT,Arrived intact - no crushed or melted chocolates. I just wished the amount of each type of chocolate was more even. There were far fewer peanut M&Ms than regular ones.,Arrived in perfect condition,"Reviewed in the United States on December 15, 2020",True,4.0
B09NPB2DNT,I wish There were full size candies for the same prices,Good flavors,"Reviewed in the United States on March 10, 2022",True,3.0
B09NPB2DNT,received in a timely matter,item as described,"Reviewed in the United States on February 5, 2022",True,5.0
B09NPB2DNT,Variety is a good thing when sharing this type of food.,These make everyone happy.,"Reviewed in the United States on December 19, 2021",True,5.0
B09NPB2DNT,"It's great candy, what else could I want for my grandkids?",Cavities and Happy Smiles,"Reviewed in the United States on December 18, 2021",True,5.0
B09NPB2DNT,THIS IS GREAT IDEA FOR PUTTING IN GIFTS AND STOCKINGS FOR SANTA TIME,M8M CANDY - GREAT SMALL PAKS FOR CHRISTMAS STOCKING,"Reviewed in the United States on December 8, 2021",True,5.0
B09NPB2DNT,Favorite candy bars,The freshness,"Reviewed in the United States on February 10, 2022",True,5.0
B09NPB2DNT,"I like the taste of  the candy, so well it's  didn't  last long !🙂😊",Had a fresh taste  .,"Reviewed in the United States on November 15, 2021",True,5.0
B09NPB2DNT,couldn’t most of the plain m&m’s.,Pretty disappointed,"Reviewed in the United States on November 13, 2022",True,2.0
B09NPB2DNT,Excellent value,Awsome,"Reviewed in the United States on February 9, 2022",True,5.0
B09NPB2DNT,I got this for Halloween this year and it was a great price and tons of candy!!,Great size,"Reviewed in the United States on December 9, 2020",True,4.0
B09NPB2DNT,"As advertised. I mean honestly do u really expect to get a EQUAL amount of each piece of candy, come on it’s a variety pack. If u want one over the other, order that single specific type. Anyways I love snickers so I’m not complaining.",Chocolate variety pack,"Reviewed in the United States on November 2, 2020",True,5.0
B09NPB2DNT,Arrived well packaged and fresh. Great variety. Good price. Purchased to pass out for Halloween but my family opened immediately and between all of them devoured the candy! At least I was able to get a couple pieces of each.,Arrived fresh. Great variety.,"Reviewed in the United States on October 21, 2020",True,5.0
B09NPB2DNT,Perfectly sized mini candy bars- the “ fun size” not the teeny mini sizes. My only complaint is that I wish there were more Peanut M&M packages instead of the regular M&M’s. Other than that-perfect!!,Great Product,"Reviewed in the United States on February 17, 2021",True,5.0
B09NPB2DNT,Was perfect mix for Halloween along with pretzels.,Perfect for Halloween,"Reviewed in the United States on December 11, 2021",True,5.0
B09NPB2DNT,Good chocolates,Good Christmas or gift for a group,"Reviewed in the United States on January 14, 2022",True,5.0
B09NPB2DNT,"You never know how long some ""edible"" food is stored in a warehouse on shelf somewhere. this candy was fresh",FRESH!,"Reviewed in the United States on October 13, 2020",True,4.0
B09NPB2DNT,This chocolate was so testy,Price is little high but good food,"Reviewed in the United States on December 21, 2021",True,5.0
B09NPB2DNT,All good,Can’t go wrong with the chocolate,"Reviewed in the United States on January 7, 2022",True,5.0
B09NPB2DNT,"Love this candy, 10/10!",Yummy!,"Reviewed in the United States on December 24, 2021",True,5.0
B09NPB2DNT,Very fresh and good thank,Very fresh,"Reviewed in the United States on December 14, 2021",True,5.0
B09NPB2DNT,Very nice package.  Kidds loved it,The kids loved thrm,"Reviewed in the United States on November 30, 2021",True,5.0
B09NPB2DNT,I love this brand of chocolate,Snickers my favorite,"Reviewed in the United States on December 7, 2021",True,5.0
B09NPB2DNT,Who couldn't LOVE all of these candies??,Yummy,"Reviewed in the United States on November 27, 2021",True,5.0
B09NPB2DNT,Was stale,Stale,"Reviewed in the United States on January 2, 2022",True,5.0
B09NPB2DNT,98% snickers bars 🤪,Only order if you like snickers the best,"Reviewed in the United States on October 29, 2022",True,2.0
B09NPB2DNT,"Sadly, all of the Twix and Snickers were all smushed and had melted out of the candy bar and into the wrapper. Every single one! :-(The M&M's were not melted but did taste stale.I don't think I realized chocolate could go so stale until I ate candy from this bag.It's a few days later and I haven't died from poisoning or anything so that's a positive at least. LOL",old and melted,"Reviewed in the United States on February 9, 2022",True,2.0
B09NPB2DNT,Had a Holloween party at my moms nursing home,The chocolates tasted old and stale,"Reviewed in the United States 🇺🇸 on October 25, 2021",True,5.0
B09NPB2DNT,Fresh and lots of snacks,Classic!,"Reviewed in the United States 🇺🇸 on December 3, 2021",True,5.0
B09NPB2DNT,Hey…,L,"Reviewed in the United States 🇺🇸 on November 4, 2022",True,2.0
B09NPB2DNT,Using in gift bags,Using in gift bags,"Reviewed in the United States 🇺🇸 on December 8, 2021",True,5.0
B09NPB2DNT,"The candy was supposed to be for Halloween however there were quite a few of the bars that were squished, almost like they had been put into the bag that way.  They still taste okay but I can't give those Twix and Snickers out which leaves me just the M&M's.  I don't think I would buy this again.",Quite a few of the bars were squished,"Reviewed in the United States 🇺🇸 on October 26, 2020",True,3.0
B09NPB2DNT,Halloween Treats Surprise....Granny couldn't make this year's party!!,Delectable Halloween Candy sent to my Grandsons.....they enjoyed them!!!,"Reviewed in the United States 🇺🇸 on November 9, 2021",True,5.0
B09NPB2DNT,Greatest candy ever,Taste better than I thought,"Reviewed in the United States 🇺🇸 on December 9, 2021",True,5.0
B09NPB2DNT,This was a good price for what I got. It was mostly snickers and Peanut m&ms but was some (10) Regular m&ms and (7) Twix. Most importantly the candy was good and fresh.,Great deal for this candy 55 pieces,"Reviewed in the United States 🇺🇸 on November 3, 2020",True,5.0
B09NPB2DNT,Liked every morsel,Delicious I like no one showed up for Halloween so we had all the candies for ourselves 😬,"Reviewed in the United States 🇺🇸 on December 2, 2021",True,5.0
B09NPB2DNT,Exactly what to be expected!,Awesome,"Reviewed in the United States 🇺🇸 on November 12, 2021",True,5.0
B09NPB2DNT,Good for the price,Good for the money,"Reviewed in the United States on December 25, 2020",True,4.0
B09NPB2DNT,Kids loved them,Yummy,"Reviewed in the United States on November 18, 2021",True,5.0
B09NPB2DNT,Box was  partially cut and was placed in sun so candy was warm but still edible.,Box flap partially cut ant box was placed un the sun and candy was warm,"Reviewed in the United States on October 16, 2021",True,3.0
B09NPB2DNT,"Just didn't get enough of the peanut M&Ms, other than that, flavor was good, plenty of regular M& Ms, and fun size Snicker's, and Trix.",Only 3 packs of fun size peanut M&Ms.,"Reviewed in the United States on November 7, 2020",True,5.0
B09NPB2DNT,Taste like we got a bad batch taste like chemicals very bad,Horrible taste to these,"Reviewed in the United States on March 21, 2023",True,1.0
B09NPB2DNT,It was fresh,I finely got my package,"Reviewed in the United States on November 5, 2021",True,5.0
B09NPB2DNT,I love Chocolate,Yummy,"Reviewed in the United States on November 15, 2020",True,4.0
B09NPB2DNT,Some of the chocolate was melted but overall good value,Good value,"Reviewed in the United States on June 13, 2021",True,5.0
B09NPB2DNT,Great for Halloween,Halloween,"Reviewed in the United States on October 26, 2021",True,5.0
B09NPB2DNT,"Great bag of candy. Nice assortment, it all was very fresh, and a good value for the money","Good candy, great value for the money","Reviewed in the United States on December 31, 2020",True,5.0
B09NPB2DNT,Great snack,Awesome,"Reviewed in the United States 🇺🇸 on November 13, 2020",True,4.0
B09NPB2DNT,All the candy we wanted,Great Combo,"Reviewed in the United States 🇺🇸 on August 19, 2021",True,5.0
B09NPB2DNT,"I bought this bag specifically because it had the perfect amount for my students. So I was disappointed to see that some of the m&m bags had opened and were unusable. Otherwise, the candy was great. It just wasn't the quantity promised.",Opened Bags,"Reviewed in the United States 🇺🇸 on March 23, 2022",True,2.0
B09NPB2DNT,"All of the snickers tasted like they had raw peanuts, and the m&ms tasted a little weird too. It may just be my luck, but I’ve never had these issues with ones I’ve purchased in store.",Tasted strange,"Reviewed in the United States 🇺🇸 on April 13, 2022",True,2.0
B09NPB2DNT,Didn't like the unevenness of the varieties.,Selection was overloaded with plain m&m's,"Reviewed in the United States 🇺🇸 on August 26, 2022",True,2.0
B09NPB2DNT,Got this for the kids due to COVID and Halloween and they loved it instead of walking around in cold for candy.,Kids loved it,"Reviewed in the United States 🇺🇸 on October 26, 2020",True,5.0
B09NPB2DNT,It did it’s job,Halloween,"Reviewed in the United States 🇺🇸 on November 20, 2021",True,3.0
B09NPB2DNT,pretty reasonable,Enjoyable,"Reviewed in the United States 🇺🇸 on November 26, 2021",True,3.0
B09NPB2DNT,to eat and give to grandkids!!,"was melted the bars,warm ice bag!","Reviewed in the United States 🇺🇸 on August 10, 2022",True,2.0
B09NPB2DNT,Why is there a disproportionate number of candy? All the best flavors are super limited. 11 twice to 26 snickers bars? 6 peanut m&m's to 12 plain m&m's?! Why do you limit the best flavors? There should be an equal amount!,Uneven distribution of candy varieties!,"Reviewed in the United States 🇺🇸 on October 7, 2020",True,3.0
B09NPB2DNT,These are normal size candy bars of classics.  Either you like them or you don't.,Candy bars are regular size,"Reviewed in the United States 🇺🇸 on December 3, 2020",True,5.0
B09NPB2DNT,Nice selection,Good,"Reviewed in the United States 🇺🇸 on August 6, 2021",True,5.0
